article_id,source,label,letters_per_word,words_per_sentence,words_per_text,sentences_per_text,LD,LS1,LS2,VS1,VS2,CVS1,T,T50,T50S,T50W,TTR,MSTTR,CTTR,RTTR,LogTTR,Uber,MATTR,HDD,MTLD,MTLD-MA,MTLD-bii,LV,VV1,SVV1,CVV1,CVV2,NV,ADJV,ADVV,MODV,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,CT/T,CP/T,CP/C,CN/T,CN/C,T/S
4003941,human,0,5.1034,28.5714,400,14,0.59,0.36,0.402,0.607,0.538,7.875,194,38,36.6,69.2,0.485,0.76,6.859,9.7,0.879,2.942,0.956,0.485,66.667,66.667,66.667,0.657,0.696,27.161,0.696,0.696,0.631,0.846,0.857,0.85,24.4,13.07142857,13.07142857,1.866666667,0.785714286,1,0.464285714,0.464285714,0.357142857,0.357142857,0.357142857,0.142857143,0.142857143,1.866666667
4003941,ai,1,5.449,24.25,388,16,0.634,0.399,0.474,0.6,0.567,6.422,190,41,37.3,68.3,0.49,0.784,6.821,9.646,0.88,2.939,0.964,0.49,77.6,77.6,77.6,0.667,0.667,20,0.667,0.667,0.64,0.824,1,0.885,22,12.13793103,13.03703704,1.6875,0.862068966,0.931034483,0.407407407,0.379310345,0.344827586,0.448275862,0.481481481,0.379310345,0.407407407,1.8125
4004041,human,0,5.2484,27.5714,386,14,0.56,0.456,0.514,0.66,0.676,11.255,208,35,40.4,72.8,0.539,0.812,7.486,10.587,0.896,2.991,0.958,0.539,96.5,96.5,86.85,0.75,0.723,24.596,0.723,0.723,0.727,0.926,1,0.933,23.92857143,12.88461538,12.88461538,1.857142857,0.846153846,1,0.461538462,0.461538462,0.423076923,0.5,0.5,0.269230769,0.269230769,1.857142857
4004041,ai,1,5.5976,27.4286,384,14,0.573,0.44,0.54,0.796,0.857,18.367,187,36,33.9,65.7,0.487,0.74,6.748,9.543,0.879,2.933,0.936,0.487,54.857,54.857,54.857,0.727,0.714,25,0.714,0.714,0.745,0.727,0.75,0.731,24,12.92307692,12.92307692,1.857142857,0.923076923,1,0.461538462,0.461538462,0.269230769,0.615384615,0.615384615,0.115384615,0.115384615,1.857142857
4004141,human,0,5.682,32,384,12,0.581,0.461,0.535,0.706,0.659,14.294,215,39,40.9,74.8,0.56,0.827,7.758,10.972,0.903,3.011,0.961,0.56,128,128,128,0.78,0.804,32.961,0.804,0.804,0.755,0.941,1,0.952,28.08333333,14.04166667,12.03571429,2.333333333,1.125,1.166666667,0.571428571,0.666666667,0.416666667,0.333333333,0.285714286,0.375,0.321428571,2
4004141,ai,1,5.9443,23.2941,396,17,0.614,0.396,0.407,0.547,0.561,9.981,194,40,37.2,69.6,0.49,0.778,6.893,9.749,0.881,2.945,0.966,0.49,79.2,79.2,79.2,0.683,0.774,31.717,0.774,0.774,0.648,0.889,1,0.909,20.29411765,9.857142857,12.32142857,1.647058824,0.828571429,0.8,0.392857143,0.314285714,0.285714286,0.571428571,0.714285714,0.257142857,0.321428571,2.058823529
4004241,human,0,5.3971,26.4667,397,15,0.605,0.453,0.522,0.722,0.68,8.028,201,35,37.3,70.2,0.506,0.755,7.133,10.088,0.886,2.964,0.94,0.506,66.167,66.167,66.167,0.721,0.694,17.361,0.694,0.694,0.709,0.84,1,0.875,23.33333333,11.66666667,15.90909091,1.466666667,0.6,0.733333333,0.318181818,0.233333333,0.166666667,0.733333333,1,0.433333333,0.590909091,2
4004241,ai,1,5.3381,22.2222,400,18,0.608,0.44,0.517,0.632,0.667,15.789,205,38,40.4,72.6,0.512,0.79,7.248,10.25,0.888,2.973,0.971,0.512,80,80,80,0.716,0.789,35.526,0.789,0.789,0.685,0.944,1,0.952,20.05555556,10.31428571,10.02777778,2,0.914285714,1.028571429,0.5,0.514285714,0.314285714,0.371428571,0.361111111,0.257142857,0.25,1.944444444
4004341,human,0,5.4795,43.3333,390,9,0.528,0.456,0.527,0.545,0.55,11,201,35,39.1,70,0.515,0.768,7.197,10.178,0.889,2.969,0.95,0.515,78,78,78,0.748,0.909,36.364,0.909,0.909,0.684,1,0.5,0.923,27.75,13.32,13.32,2.083333333,0.96,1,0.52,0.52,0.44,0.48,0.48,0.28,0.28,2.083333333
4004341,ai,1,5.6606,24.25,388,16,0.611,0.451,0.513,0.676,0.62,14.132,193,39,38.4,69.6,0.497,0.799,6.928,9.798,0.883,2.948,0.969,0.497,97,97,97,0.675,0.735,36.765,0.735,0.735,0.631,0.867,0.6,0.8,21.125,8.243902439,10.5625,2,0.975609756,0.780487805,0.5,0.390243902,0.317073171,0.365853659,0.46875,0.170731707,0.21875,2.5625
4004441,human,0,5.0399,24.875,398,16,0.55,0.462,0.479,0.59,0.516,6.564,190,41,37.7,67.5,0.477,0.741,6.734,9.524,0.876,2.932,0.928,0.477,56.857,56.857,53.304,0.676,0.795,24.641,0.795,0.795,0.639,0.842,0.833,0.84,19,10.36363636,13.15384615,1.444444444,0.636363636,0.787878788,0.307692308,0.242424242,0.212121212,0.424242424,0.538461538,0.03030303,0.038461538,1.833333333
4004441,ai,1,5.3382,20.3158,386,19,0.557,0.425,0.495,0.758,0.745,23.29,184,36,37.9,66.8,0.477,0.78,6.622,9.365,0.876,2.923,0.968,0.477,77.2,77.2,77.2,0.702,0.823,41.952,0.823,0.823,0.65,1,0.7,0.769,18.31578947,8.487804878,12.88888889,1.421052632,0.731707317,0.658536585,0.296296296,0.195121951,0.170731707,0.390243902,0.592592593,0.073170732,0.111111111,2.157894737
4004541,human,0,5.215,31.6667,380,12,0.516,0.416,0.524,0.63,0.765,14.696,185,40,39.3,66.2,0.487,0.777,6.711,9.49,0.879,2.93,0.954,0.487,76,76,76,0.724,0.739,25.13,0.739,0.739,0.703,0.909,1,0.917,30.36363636,12.84615385,12.84615385,2.363636364,1.076923077,1,0.576923077,0.576923077,0.461538462,0.461538462,0.461538462,0.115384615,0.115384615,2.363636364
4004541,ai,1,5.236,26.6,399,15,0.529,0.504,0.574,0.797,0.76,24.475,204,39,40.3,71.5,0.511,0.77,7.222,10.213,0.888,2.971,0.946,0.511,66.5,66.5,66.5,0.763,0.847,42.373,0.847,0.847,0.723,0.8,1,0.818,24.57142857,11.46666667,12.74074074,1.928571429,0.966666667,0.9,0.481481481,0.433333333,0.3,0.366666667,0.407407407,0.166666667,0.185185185,2.142857143
4004641,human,0,5.5361,18.9048,397,21,0.592,0.395,0.424,0.567,0.565,11.267,177,45,37.3,67,0.446,0.797,6.281,8.883,0.865,2.893,0.961,0.446,79.4,79.4,79.4,0.583,0.767,35.267,0.767,0.767,0.494,0.889,1,0.909,22.33333333,11.55172414,9.852941176,2.266666667,1.068965517,1.172413793,0.558823529,0.655172414,0.413793103,0.310344828,0.264705882,0.310344828,0.264705882,1.933333333
4004641,ai,1,5.8825,26.4,396,15,0.604,0.371,0.4,0.56,0.553,8.82,185,43,38.4,68.2,0.467,0.788,6.574,9.297,0.873,2.919,0.978,0.467,99,99,99,0.582,0.76,28.88,0.76,0.76,0.514,1,1,1,22.8,12.21428571,12.21428571,1.866666667,0.892857143,1,0.464285714,0.464285714,0.428571429,0.321428571,0.321428571,0.5,0.5,1.866666667
4004741,human,0,5.3473,21.6111,389,18,0.627,0.442,0.481,0.578,0.628,11.391,160,35,39.1,61.9,0.411,0.767,5.736,8.112,0.851,2.842,0.968,0.411,64.833,64.833,64.833,0.533,0.672,28.891,0.672,0.672,0.462,0.6,1,0.636,20.05882353,11,9.742857143,2.058823529,1.032258065,1.129032258,0.514285714,0.580645161,0.35483871,0.193548387,0.171428571,0.419354839,0.371428571,1.823529412
4004741,ai,1,5.4856,24.0625,385,16,0.623,0.33,0.382,0.4,0.478,7.446,186,43,39.4,68.7,0.483,0.818,6.703,9.479,0.878,2.929,0.974,0.483,96.25,96.25,96.25,0.642,0.708,32.554,0.708,0.708,0.588,1,0.667,0.933,22,10.66666667,11,2,0.848484848,0.96969697,0.5,0.484848485,0.363636364,0.424242424,0.4375,0.272727273,0.28125,2.0625
4004941,human,0,5.0811,18.1905,382,21,0.602,0.435,0.494,0.81,0.757,13.517,178,40,39.3,64.6,0.466,0.763,6.44,9.107,0.872,2.907,0.962,0.466,63.667,63.667,59.119,0.587,0.638,23.603,0.638,0.638,0.548,0.857,1,0.867,16.47619048,7.863636364,10.48484848,1.571428571,0.772727273,0.75,0.363636364,0.272727273,0.159090909,0.227272727,0.303030303,0.363636364,0.484848485,2.095238095
4004941,ai,1,5.5569,22,374,17,0.636,0.46,0.49,0.806,0.714,10.081,155,38,38.4,59,0.414,0.765,5.667,8.015,0.851,2.835,0.971,0.414,62.333,62.333,62.333,0.508,0.565,19.758,0.565,0.565,0.487,0.533,0.667,0.556,20.05882353,11,8.317073171,2.411764706,1.161290323,1.322580645,0.585365854,0.774193548,0.387096774,0.290322581,0.219512195,0.419354839,0.317073171,1.823529412
4005041,human,0,5.4123,22,396,18,0.598,0.422,0.5,0.772,0.727,10.105,170,37,38.9,62.9,0.429,0.729,6.041,8.543,0.859,2.871,0.94,0.429,49.5,49.5,53.036,0.57,0.579,19.105,0.579,0.579,0.572,0.609,0.6,0.607,19.26315789,9.891891892,12.62068966,1.526315789,0.756756757,0.783783784,0.344827586,0.27027027,0.216216216,0.27027027,0.344827586,0.27027027,0.344827586,1.947368421
4005041,ai,1,6.1441,21,399,19,0.629,0.431,0.441,0.58,0.61,12.5,170,37,37.4,64.5,0.426,0.764,6.018,8.511,0.858,2.869,0.965,0.426,66.5,66.5,66.5,0.542,0.82,33.62,0.82,0.82,0.479,0.517,1,0.562,19.15789474,10.11111111,11.375,1.684210526,0.777777778,0.888888889,0.40625,0.361111111,0.277777778,0.361111111,0.40625,0.333333333,0.375,1.894736842
4005241,human,0,5.7952,26.7143,374,14,0.634,0.497,0.441,0.615,0.562,6.231,170,43,39.7,64.4,0.455,0.822,6.216,8.79,0.867,2.887,0.965,0.455,74.8,74.8,74.8,0.549,0.615,19.692,0.615,0.615,0.518,0.733,1,0.765,24.28571429,11.72413793,10.96774194,2.214285714,1.068965517,1.068965517,0.548387097,0.586206897,0.413793103,0.413793103,0.387096774,0.482758621,0.451612903,2.071428571
4005241,ai,1,5.5619,24.125,386,16,0.619,0.381,0.414,0.533,0.535,8.817,174,42,40.2,66.1,0.451,0.813,6.262,8.856,0.866,2.891,0.975,0.451,77.2,77.2,77.2,0.59,0.717,30.817,0.717,0.717,0.524,0.889,1,0.909,24.78571429,12.39285714,10.51515152,2.357142857,0.928571429,1.178571429,0.575757576,0.678571429,0.392857143,0.285714286,0.242424242,0.285714286,0.242424242,2
4005641,human,0,4.9094,24,384,16,0.625,0.391,0.477,0.684,0.708,20.281,218,43,40.5,75.3,0.568,0.827,7.866,11.125,0.905,3.019,0.971,0.568,128,128,128,0.758,0.842,40.421,0.842,0.842,0.738,0.842,0.5,0.783,22.3125,11.9,10.81818182,2.0625,0.9,1.1,0.515151515,0.566666667,0.433333333,0.3,0.272727273,0.4,0.363636364,1.875
4005641,ai,1,5.0749,23.5294,400,17,0.612,0.46,0.55,0.719,0.733,19.105,200,45,38.9,72.6,0.5,0.815,7.071,10,0.884,2.959,0.976,0.5,100,100,100,0.694,0.789,35.526,0.789,0.789,0.673,0.571,0.8,0.615,21.41176471,11.03030303,10.11111111,2.117647059,1.03030303,1.090909091,0.527777778,0.575757576,0.484848485,0.363636364,0.333333333,0.363636364,0.333333333,1.941176471
4007141,human,0,5.6226,27.8571,390,14,0.579,0.577,0.664,0.897,0.871,18.692,211,44,39.6,72.4,0.541,0.772,7.555,10.684,0.897,2.996,0.96,0.541,65,65,65,0.752,0.795,24.641,0.795,0.795,0.728,0.844,0.75,0.833,22.73333333,12.62962963,13.64,1.666666667,0.851851852,0.925925926,0.4,0.37037037,0.259259259,0.296296296,0.32,0.333333333,0.36,1.8
4007141,ai,1,5.7121,22.4706,382,17,0.589,0.419,0.476,0.698,0.667,16.981,187,37,39.4,67.4,0.49,0.789,6.765,9.568,0.88,2.935,0.96,0.49,63.667,63.667,70.033,0.64,0.849,38.208,0.849,0.849,0.562,0.714,0.429,0.643,19.76470588,9.6,10.83870968,1.823529412,0.828571429,0.885714286,0.451612903,0.4,0.257142857,0.371428571,0.419354839,0.171428571,0.193548387,2.058823529
4007741,human,0,4.8107,17.8182,392,22,0.528,0.362,0.416,0.485,0.511,7.779,178,42,37.1,65.5,0.454,0.763,6.357,8.99,0.868,2.9,0.972,0.454,65.333,65.333,65.333,0.628,0.662,29.779,0.662,0.662,0.609,1,0.412,0.655,14.82608696,6.959183673,10.02941176,1.47826087,0.673469388,0.693877551,0.323529412,0.224489796,0.163265306,0.346938776,0.5,0.06122449,0.088235294,2.130434783
4007741,ai,1,5.3596,19.6,392,20,0.554,0.357,0.422,0.629,0.64,16.516,185,35,37.4,66.2,0.472,0.745,6.607,9.344,0.874,2.921,0.949,0.472,56,56,56,0.719,0.806,40.323,0.806,0.806,0.674,1,0.6,0.857,16.33333333,9.27027027,9.8,1.666666667,0.810810811,0.945945946,0.4,0.378378378,0.27027027,0.405405405,0.428571429,0.081081081,0.085714286,1.761904762
4007841,human,0,5.0344,27,378,14,0.553,0.373,0.453,0.63,0.659,13.5,181,37,37.9,64.5,0.479,0.755,6.583,9.31,0.876,2.919,0.939,0.479,63,63,63,0.694,0.759,31.13,0.759,0.759,0.667,1,0.5,0.929,20.9375,11.55172414,9.852941176,2.125,1.034482759,1.172413793,0.529411765,0.620689655,0.379310345,0.24137931,0.205882353,0.206896552,0.176470588,1.8125
4007841,ai,1,5.1916,23.0588,392,17,0.559,0.362,0.448,0.609,0.579,10.522,192,42,39,67.8,0.49,0.749,6.857,9.697,0.88,2.942,0.958,0.49,65.333,65.333,65.333,0.731,0.826,31.391,0.826,0.826,0.68,0.913,0.667,0.885,19.61111111,10.38235294,11.38709677,1.722222222,0.852941176,0.911764706,0.419354839,0.382352941,0.323529412,0.323529412,0.35483871,0.117647059,0.129032258,1.888888889
4007941,human,0,5.5542,28.1538,366,13,0.607,0.377,0.432,0.737,0.727,15.158,192,36,41.3,68,0.525,0.825,7.097,10.036,0.891,2.961,0.97,0.525,73.2,73.2,97.6,0.703,0.868,28.658,0.868,0.868,0.667,0.737,0.667,0.72,23.57142857,13.75,11.37931034,2.071428571,1,1.208333333,0.517241379,0.625,0.416666667,0.333333333,0.275862069,0.208333333,0.172413793,1.714285714
4007941,ai,1,5.2586,25.6667,385,15,0.605,0.408,0.455,0.759,0.629,8.963,187,37,37,66.7,0.486,0.762,6.739,9.53,0.879,2.932,0.964,0.486,64.167,64.167,64.167,0.678,0.648,22.685,0.648,0.648,0.658,1,1,1,23.53333333,14.70833333,11.03125,2.133333333,0.916666667,1.333333333,0.53125,0.708333333,0.458333333,0.583333333,0.4375,0.416666667,0.3125,1.6
4008041,human,0,5.2349,33.7273,371,11,0.574,0.423,0.416,0.649,0.625,6.081,173,39,40.7,63.7,0.466,0.797,6.351,8.982,0.871,2.899,0.928,0.466,74.2,74.2,63.6,0.629,0.649,15.568,0.649,0.649,0.609,0.778,0.714,0.76,28.45454545,14.9047619,11.59259259,2.454545455,1.095238095,1.285714286,0.592592593,0.761904762,0.428571429,0.761904762,0.592592593,0.428571429,0.333333333,1.909090909
4008041,ai,1,5.4794,24.375,390,16,0.585,0.403,0.454,0.75,0.652,5.625,185,46,38.4,67.2,0.474,0.774,6.624,9.368,0.875,2.923,0.954,0.474,78,78,71.5,0.636,0.575,13.225,0.575,0.575,0.652,0.611,0.667,0.625,20.11764706,14.86956522,12.21428571,1.647058824,0.652173913,1.217391304,0.392857143,0.47826087,0.347826087,0.739130435,0.607142857,0.391304348,0.321428571,1.352941176
4008141,human,0,4.9055,26.0667,391,15,0.558,0.407,0.465,0.634,0.571,6.244,200,38,41.1,71.5,0.512,0.806,7.152,10.114,0.888,2.966,0.97,0.512,97.75,97.75,97.75,0.651,0.683,19.122,0.683,0.683,0.639,1,0.25,0.842,25.35714286,16.13636364,14.2,1.785714286,0.772727273,1.136363636,0.44,0.5,0.318181818,0.227272727,0.2,0.363636364,0.32,1.571428571
4008141,ai,1,5.5905,22.7647,387,17,0.62,0.382,0.45,0.587,0.647,10.522,209,40,39.9,73.1,0.54,0.81,7.512,10.624,0.897,2.993,0.965,0.54,129,129,129,0.721,0.739,25.13,0.739,0.739,0.685,1,0.5,0.931,20.29411765,11.12903226,11.5,1.764705882,0.806451613,0.967741935,0.433333333,0.419354839,0.387096774,0.548387097,0.566666667,0.451612903,0.466666667,1.823529412
4008241,human,0,5.2917,26.9286,377,14,0.592,0.411,0.455,0.683,0.625,9.756,198,39,40.5,69.6,0.525,0.805,7.211,10.198,0.891,2.97,0.971,0.525,75.4,75.4,75.4,0.695,0.78,24.976,0.78,0.78,0.693,0.76,1,0.793,23.13333333,11.56666667,12.85185185,1.8,0.866666667,0.9,0.444444444,0.4,0.266666667,0.3,0.333333333,0.5,0.555555556,2
4008241,ai,1,5.4793,22.6471,385,17,0.639,0.426,0.448,0.735,0.735,12.755,194,40,40.2,69.8,0.504,0.807,6.991,9.887,0.885,2.953,0.97,0.504,96.25,96.25,96.25,0.671,0.694,23.592,0.694,0.694,0.667,0.8,0.5,0.765,20.35294118,11.53333333,11.16129032,1.823529412,0.766666667,1.033333333,0.451612903,0.466666667,0.433333333,0.5,0.483870968,0.5,0.483870968,1.764705882
4008341,human,0,4.495,22.1176,376,17,0.559,0.473,0.508,0.654,0.676,10.173,187,39,39.2,66.3,0.497,0.773,6.819,9.644,0.882,2.939,0.949,0.497,62.667,62.667,68.933,0.714,0.654,22.231,0.654,0.654,0.738,1,0.4,0.769,17.22222222,9.393939394,7.948717949,2.166666667,0.909090909,1.181818182,0.538461538,0.636363636,0.333333333,0.212121212,0.179487179,0.333333333,0.282051282,1.833333333
4008341,ai,1,5.2426,19.4211,369,19,0.592,0.443,0.5,0.712,0.717,18.458,186,37,37.7,65.7,0.505,0.792,6.856,9.696,0.885,2.942,0.965,0.505,73.6,73.6,73.6,0.711,0.78,35.864,0.78,0.78,0.667,0.933,0.667,0.857,17.63157895,9.305555556,9.305555556,1.894736842,0.888888889,1,0.472222222,0.472222222,0.416666667,0.166666667,0.166666667,0.277777778,0.277777778,1.894736842
4008441,human,0,5.514,20.6667,372,18,0.613,0.43,0.448,0.65,0.596,13.067,192,43,40,68.5,0.516,0.819,7.039,9.955,0.888,2.957,0.967,0.516,93,93,93,0.675,0.783,36.817,0.783,0.783,0.632,0.778,0.667,0.75,20,11.72413793,9.189189189,2.176470588,1.034482759,1.275862069,0.540540541,0.689655172,0.517241379,0.172413793,0.135135135,0.310344828,0.243243243,1.705882353
4008441,ai,1,5.4489,27.5,385,14,0.629,0.434,0.511,0.804,0.818,15.848,182,40,39.4,67.2,0.473,0.802,6.559,9.276,0.874,2.917,0.972,0.473,77,77,77,0.632,0.717,23.674,0.717,0.717,0.593,0.889,0.667,0.833,24.57142857,13.76,10.42424242,2.357142857,1.04,1.32,0.575757576,0.76,0.48,0.24,0.181818182,0.24,0.181818182,1.785714286
4008541,human,0,4.6677,21.8824,372,17,0.548,0.457,0.481,0.807,0.786,19.105,206,38,40.3,71.4,0.554,0.812,7.552,10.681,0.9,2.996,0.959,0.554,124,124,124,0.77,0.737,30.947,0.737,0.737,0.792,1,0.857,0.882,19,10.76666667,8.72972973,2.176470588,0.9,1.233333333,0.540540541,0.666666667,0.533333333,0.233333333,0.189189189,0.166666667,0.135135135,1.764705882
4008541,ai,1,4.6578,20.3158,386,19,0.544,0.409,0.503,0.736,0.737,14.792,185,39,39.1,67.6,0.479,0.798,6.658,9.416,0.877,2.926,0.959,0.479,77.2,77.2,77.2,0.695,0.717,27.245,0.717,0.717,0.697,0.941,0.5,0.8,18.36842105,10.57575758,8.725,2.105263158,0.909090909,1.212121212,0.525,0.636363636,0.484848485,0.333333333,0.275,0.121212121,0.1,1.736842105
4008641,human,0,4.7364,24.6875,395,16,0.603,0.395,0.426,0.553,0.51,8.895,197,38,40.7,71.8,0.499,0.82,7.009,9.912,0.884,2.954,0.971,0.499,98.75,98.75,98.75,0.676,0.671,34.224,0.671,0.671,0.653,1,0.8,0.889,20.35294118,10.8125,8.43902439,2.411764706,1.21875,1.28125,0.585365854,0.75,0.46875,0.28125,0.219512195,0.25,0.195121951,1.882352941
4008641,ai,1,4.9426,20.7895,395,19,0.542,0.367,0.42,0.515,0.581,9.47,169,38,38.3,64,0.428,0.764,6.013,8.503,0.858,2.869,0.966,0.428,65.833,65.833,65.833,0.631,0.652,28.015,0.652,0.652,0.614,1,0.556,0.75,18.26315789,8.675,10.20588235,1.789473684,0.825,0.85,0.441176471,0.375,0.3,0.325,0.382352941,0.025,0.029411765,2.105263158
4008741,human,0,4.9288,19.95,399,20,0.556,0.341,0.365,0.533,0.533,7.68,189,37,39.7,68.1,0.474,0.759,6.691,9.462,0.875,2.928,0.962,0.474,66.5,66.5,66.5,0.658,0.6,27,0.6,0.6,0.682,0.9,0.5,0.722,17.9,10.22857143,8.325581395,2.15,0.971428571,1.228571429,0.534883721,0.657142857,0.314285714,0.142857143,0.11627907,0.2,0.162790698,1.75
4008741,ai,1,5.3343,17.7727,391,22,0.613,0.379,0.44,0.526,0.533,10.105,191,39,39.3,68.3,0.49,0.772,6.839,9.672,0.88,2.941,0.97,0.49,97.5,97.5,97.5,0.678,0.789,35.526,0.789,0.789,0.622,0.889,0.778,0.833,15.95454545,7.977272727,8.775,1.818181818,0.863636364,0.909090909,0.45,0.409090909,0.318181818,0.363636364,0.4,0.113636364,0.125,2
4008841,human,0,4.2566,16.913,389,23,0.555,0.38,0.418,0.652,0.605,9.797,170,32,36.6,61.9,0.437,0.719,6.095,8.619,0.861,2.876,0.937,0.437,35.364,35.364,39.293,0.616,0.623,26.797,0.623,0.623,0.61,1,0.4,0.727,15.59090909,8.365853659,8.794871795,1.772727273,0.829268293,0.951219512,0.435897436,0.414634146,0.268292683,0.341463415,0.358974359,0.097560976,0.102564103,1.863636364
4008841,ai,1,5.1585,27.2143,381,14,0.535,0.375,0.455,0.583,0.552,7.111,176,32,38,63.2,0.462,0.74,6.376,9.017,0.87,2.901,0.941,0.462,54.429,54.429,58.964,0.711,0.806,23.361,0.806,0.806,0.676,0.789,1,0.8,24.28571429,14.7826087,14.7826087,1.642857143,0.695652174,1,0.391304348,0.391304348,0.260869565,0.391304348,0.391304348,0.304347826,0.304347826,1.642857143
4008941,human,0,4.8519,18.1818,400,22,0.63,0.448,0.46,0.701,0.69,12.552,187,37,40.2,67.8,0.468,0.76,6.611,9.35,0.873,2.922,0.968,0.468,66.667,66.667,66.667,0.587,0.627,26.328,0.627,0.627,0.586,0.875,0.667,0.818,15.60869565,7.977777778,9.972222222,1.565217391,0.711111111,0.8,0.361111111,0.288888889,0.177777778,0.2,0.25,0.133333333,0.166666667,1.956521739
4008941,ai,1,5.3628,19.85,397,20,0.625,0.451,0.492,0.772,0.692,12.789,181,38,38.8,66.4,0.456,0.76,6.423,9.084,0.869,2.906,0.965,0.456,79.4,79.4,72.783,0.617,0.684,26.684,0.684,0.684,0.583,0.783,1,0.821,18.15,11.34375,11,1.65,0.78125,1.03125,0.393939394,0.40625,0.40625,0.4375,0.424242424,0.375,0.363636364,1.6
4009041,human,0,5.4482,29.4615,383,13,0.535,0.475,0.489,0.709,0.721,17.473,184,43,37.6,66.2,0.48,0.768,6.648,9.402,0.877,2.925,0.94,0.48,63.833,63.833,63.833,0.698,0.782,33.618,0.782,0.782,0.664,0.933,0.571,0.818,19.3125,9.363636364,9.363636364,2.0625,0.909090909,1,0.515151515,0.515151515,0.333333333,0.545454545,0.545454545,0.121212121,0.121212121,2.0625
4009041,ai,1,5.913,22.1111,398,18,0.593,0.379,0.464,0.653,0.658,12.755,183,36,38.2,66.2,0.46,0.744,6.486,9.173,0.87,2.911,0.944,0.46,66.333,66.333,55.278,0.631,0.776,29.469,0.776,0.776,0.575,0.833,1,0.846,19.10526316,10.67647059,11,1.736842105,0.852941176,0.970588235,0.424242424,0.411764706,0.323529412,0.558823529,0.575757576,0.264705882,0.272727273,1.789473684
4009141,human,0,5.8818,22.9375,367,16,0.599,0.488,0.505,0.674,0.686,12.522,188,39,39.9,67.3,0.512,0.825,6.939,9.814,0.887,2.949,0.972,0.512,91.75,91.75,91.75,0.664,0.761,26.63,0.761,0.761,0.66,0.4,1,0.5,20.66666667,10.68965517,11.07142857,1.866666667,0.75862069,0.965517241,0.464285714,0.448275862,0.310344828,0.275862069,0.285714286,0.24137931,0.25,1.933333333
4009141,ai,1,5.9113,19.6,392,20,0.599,0.467,0.478,0.545,0.55,8.8,201,44,39.8,71.4,0.513,0.796,7.179,10.152,0.888,2.968,0.968,0.513,98,98,98,0.677,0.727,29.091,0.727,0.727,0.683,0.682,0.769,0.714,17.4,11.22580645,11.22580645,1.55,0.677419355,1,0.35483871,0.35483871,0.35483871,0.516129032,0.516129032,0.387096774,0.387096774,1.55
4009241,human,0,5.9309,30.5385,397,13,0.569,0.489,0.505,0.633,0.659,14.878,204,36,42.1,72,0.514,0.786,7.24,10.238,0.889,2.973,0.953,0.514,79.4,79.4,89.325,0.673,0.837,34.306,0.837,0.837,0.617,0.778,0.833,0.8,23.57142857,11.37931034,14.34782609,1.642857143,0.827586207,0.793103448,0.391304348,0.310344828,0.24137931,0.344827586,0.434782609,0.24137931,0.304347826,2.071428571
4009241,ai,1,6.4575,26,390,15,0.569,0.528,0.552,0.784,0.756,18.843,181,37,40.6,66.5,0.464,0.777,6.481,9.165,0.871,2.911,0.966,0.464,65,65,71.5,0.64,0.804,32.961,0.804,0.804,0.59,0.75,1,0.8,21.86666667,10.93333333,10.58064516,2.066666667,1,1.033333333,0.516129032,0.533333333,0.333333333,0.433333333,0.419354839,0.066666667,0.064516129,2
4009341,human,0,5.1676,17.7727,391,22,0.627,0.353,0.394,0.532,0.59,8.532,165,37,36.5,60.6,0.422,0.708,5.9,8.344,0.855,2.858,0.955,0.422,55.857,55.857,60.512,0.571,0.629,24.532,0.629,0.629,0.56,0.8,0.8,0.8,15.95454545,8.357142857,10.02857143,1.590909091,0.738095238,0.833333333,0.371428571,0.30952381,0.261904762,0.19047619,0.228571429,0.023809524,0.028571429,1.909090909
4009341,ai,1,5.8378,18.5238,389,21,0.596,0.432,0.492,0.565,0.617,13.565,183,38,37.1,66.6,0.47,0.773,6.561,9.278,0.874,2.917,0.964,0.47,77.8,77.8,77.8,0.677,0.758,35.629,0.758,0.758,0.641,0.72,1,0.75,16.52380952,7.711111111,9.638888889,1.714285714,0.8,0.8,0.416666667,0.333333333,0.288888889,0.444444444,0.555555556,0.111111111,0.138888889,2.142857143
4009441,human,0,5.7394,13.1111,354,27,0.593,0.48,0.43,0.612,0.613,7.367,179,35,39.8,63.3,0.506,0.802,6.727,9.514,0.884,2.931,0.963,0.506,88.5,88.5,88.5,0.667,0.633,19.612,0.633,0.633,0.709,0.72,0.333,0.618,9.375,6.25,6.52173913,1.4375,0.604166667,0.958333333,0.304347826,0.291666667,0.270833333,0.1875,0.195652174,0.208333333,0.217391304,1.5
4009441,ai,1,5.8129,19.15,383,20,0.621,0.405,0.462,0.651,0.667,20.571,197,43,40,70.7,0.514,0.821,7.118,10.066,0.888,2.963,0.976,0.514,95.75,95.75,95.75,0.693,0.857,46.286,0.857,0.857,0.619,0.706,1,0.75,16.47619048,7.52173913,9.351351351,1.761904762,0.847826087,0.804347826,0.432432432,0.347826087,0.239130435,0.304347826,0.378378378,0.195652174,0.243243243,2.19047619
